205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 12.54e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
205000e6, 3.42e-4
