70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
70e9, 645.2e-6
